Passage,Question,Choices
"Japanese firms have achieved the highest levels of manufacturing efficiency in the world 
automobile industry. Some observers of Jap an have assumed that Japanese firms use the same 
manufacturing equipment and techniques as United States firms but have benefited from the 
unique characteristics of Japanese employees and the Japanese culture. However, if this were 
true, then one would exp ect Japanese auto plants in the United States to perform no better 
than factories run by United States companies. This is not the case; Japanese -run automobile 
plants located in the United States and staffed by local workers have demonstrated higher 
levels  of productivity when compared with factories owned by United States companies.  
Other observers link high Japanese productivity to higher levels of capital investment per 
worker. But a historical perspective leads to a different conclusion. When the two to p Japanese 
automobile makers matched and then doubled United States productivity  levels in the 
mid-sixties, capital investment per employee was comparable to that of United States firms. 
Furthermore, by the late seventies, the amount of fixed assets requir ed to produce one vehicle 
was roughly equivalent in Japan and in the United States.  
Since capital investment was not higher in Japan, it had to be other factors that led to 
higher productivity. A more fruitful explanation may lie with Japanese production t echniques.  GMAT  105 
 Japanese automobile producers did not simply implement conventional processes more 
effectively: they made critical changes in United States procedures. For instance, the 
mass-production philosophy of United States automakers encouraged the produ ction of huge 
lots of cars in order to utilize fully expensive, component -specific equipment and to occupy fully 
workers who have been trained to execute one operation efficiently. Japanese automakers 
chose to make small -lot production feasible by introduc ing several departures from United 
States practices, including the use of flexible equipment that could be altered easily to do 
several different production tasks and the training of workers in multiple jobs. Automakers 
could schedule the production of dif ferent components or models on single machines, thereby 
eliminating the need to store the buffer stocks of extra components that result when specialized 
equipment and workers are kept constantly active.","Which of the following statements is supported by information stated in the 
passage?","{'Choice 0': 'Japanese and United States automakers differ in their approach to production \nprocesses.', 'Choice 1': 'Japanese automakers have perfected the use of single -function equipment.', 'Choice 2': 'Japanese automakers invest more capital per employee than do United States \nautomakers.', 'Choice 3': 'United States -owned factories abroad have higher production  levels than do \nJapanese owned plants in the United States.', 'Choice 4': 'Japanese automakers have benefited from the cultural heritage of their \nworkers.'}"
"Japanese firms have achieved the highest levels of manufacturing efficiency in the world 
automobile industry. Some observers of Jap an have assumed that Japanese firms use the same 
manufacturing equipment and techniques as United States firms but have benefited from the 
unique characteristics of Japanese employees and the Japanese culture. However, if this were 
true, then one would exp ect Japanese auto plants in the United States to perform no better 
than factories run by United States companies. This is not the case; Japanese -run automobile 
plants located in the United States and staffed by local workers have demonstrated higher 
levels  of productivity when compared with factories owned by United States companies.  
Other observers link high Japanese productivity to higher levels of capital investment per 
worker. But a historical perspective leads to a different conclusion. When the two to p Japanese 
automobile makers matched and then doubled United States productivity  levels in the 
mid-sixties, capital investment per employee was comparable to that of United States firms. 
Furthermore, by the late seventies, the amount of fixed assets requir ed to produce one vehicle 
was roughly equivalent in Japan and in the United States.  
Since capital investment was not higher in Japan, it had to be other factors that led to 
higher productivity. A more fruitful explanation may lie with Japanese production t echniques.  GMAT  105 
 Japanese automobile producers did not simply implement conventional processes more 
effectively: they made critical changes in United States procedures. For instance, the 
mass-production philosophy of United States automakers encouraged the produ ction of huge 
lots of cars in order to utilize fully expensive, component -specific equipment and to occupy fully 
workers who have been trained to execute one operation efficiently. Japanese automakers 
chose to make small -lot production feasible by introduc ing several departures from United 
States practices, including the use of flexible equipment that could be altered easily to do 
several different production tasks and the training of workers in multiple jobs. Automakers 
could schedule the production of dif ferent components or models on single machines, thereby 
eliminating the need to store the buffer stocks of extra components that result when specialized 
equipment and workers are kept constantly active.","With which of the following predictive statement regarding Japanese automakers 
would the author most likely agree?","{'Choice 0': 'The efficiency levels of the Japanese automake rs will decline if they become \nless flexible in their approach to production .  GMAT  107', 'Choice 1': 'Japanese automakers productivity levels double during the late 1990s.', 'Choice 2': 'United States automakers will originate ne w production processes before \nJapanese automakers do.', 'Choice 3': 'Japanese automakers will hire fewer workers than will United States \nautomakers because each worker is required to perform several jobs.', 'Choice 4': 'Japanese automakers will spend less on equipment repairs than will United \nStates automakers because Japanese equipment can be easily altered.'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.",Which of the following titles best summarizes the contents of the passage?,"{'Choice 0': 'Neurotransmitters: Their Crucial F unction in Cellular Communication', 'Choice 1': 'Diet and Survival: An Old Relationship Reexamined', 'Choice 2': 'The Blood Supply and the Brain: A Reciprocal Dependence', 'Choice 3': 'Amino Acids and Neurotransmitters: The Connection Between Serotonin \nLevels and Tyrosine  108 GMAT, GRE, LSAT', 'Choice 4': 'The Effec ts of Food Intake on the Production and Release of Serotonin: Some \nRecent Findings'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","According to the passage, the speed with which tryptophan is provided to the 
brain cells of a rat varies with the","{'Choice 0': 'amount of protein present in a meal', 'Choice 1': 'concentratio n of serotonin in the brain before a meal', 'Choice 2': 'concentration of leucine in the blood rather than on the concentration of \ntyrosine in the blood after a meal', 'Choice 3': 'concentration of tryptophan in the brain before a meal', 'Choice 4': 'number of serotonin -containing neurons present in the brain before a meal'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","According to the passage, when the authors began their first studies, they were 
aware that","{'Choice 0': 'they would eventually need to design experiments that involved feeding rats \nhigh concentrations of protein', 'Choice 1': 'tryptophan levels in the blood were difficult to monitor with accuracy', 'Choice 2': 'serotonin levels increased after rats were fed meals rich in tryptophan', 'Choice 3': 'there were many neurotransmitters whose production was dependent on \nmetabolic processes elsewhere in the body', 'Choice 4': 'serotonin levels increased after rats were injected with a large amount of \ntryptophan'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","According to the passage, one reason that the authors gave rats carbohydrates was 
to","{'Choice 0': 'depress the rats tryptophan levels', 'Choice 1': 'prevent the rats from contract ing diseases', 'Choice 2': 'cause the rats to produce insulin', 'Choice 3': 'demonstrate that insulin is the most important substance secreted by the body', 'Choice 4': 'compare the effect of carbohydrates with the effect of proteins'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","According to the passage, the more protein a rat consumes, the lower will be the","{'Choice 0': 'ratio of the rats blood -tryptophan concentration to the amount of serotonin \nproduced and released in the rats brain', 'Choice 1': 'ratio of the rats blood -tryptophan concentration to the concentration in its \nblood of the other a mino acids contained in the protein', 'Choice 2': 'ratio of the rats blood -tyrosine concentration to its blood -leucine \nconcentration', 'Choice 3': 'number of neurotransmitters of any kind that the rat will produce and release', 'Choice 4': 'number of amino acids the rats blood will contain'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","The authors discussion of the mechanism that provides blood tryptophan to the 
brain cells (lines 31 -32) is meant to   GMAT  109","{'Choice 0': 'stimulate further research studies', 'Choice 1': 'summarize an area of scientific investigation', 'Choice 2': 'help explain why a particular research finding was obtained', 'Choice 3': 'provide supporting evidence for a controversial scientific theory', 'Choice 4': 'refute the conclusions of a previously mentioned research study'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","According to the passage, an injec tion of insulin was most similar in its effect on 
rats to an injection of","{'Choice 0': 'tyrosine', 'Choice 1': 'leucine', 'Choice 2': 'blood', 'Choice 3': 'tryptophan', 'Choice 4': 'protein'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","It can be inferred from the passage that which of the following would be LEAST 
likely to be a potential source of aid to a patient who was not adequately 
producing and releasing serotonin?","{'Choice 0': 'Meals consisting almost exclusively of protein', 'Choice 1': 'Meals consisting almost exclusively of carbohydrates', 'Choice 2': 'Meals that would elicit insulin secretion', 'Choice 3': 'Meals that had very low  concentrations of tyrosine', 'Choice 4': 'Meals that had very low concentrations of leucine'}"
"It was once believed that the brain was independent of metabolic processes occurring 
elsewhere in the body. In recent studies, however, we have discovered that the production and 
release in brain neurons of the neurotransmitter serotonin  (neurotransmitters are compounds 
that neurons use to transmit signals to other c ells) depend directly on the food that the body 
processes.  
Our first studies sought to determine whether the increase in serotonin observed in rats 
given a large injection of the amino acid tryptophan might also occur after rats ate meals that 
change trypt ophan levels in the blood. We found that, immediately after the rats began to eat, 
parallel elevations occurred in blood tryptophan, brain tryptophan, and brain serotonin levels. 
These findings suggested that the production and release of serotonin in brai n neurons were 
normally coupled with blood -tryptophan increases. In later studies we found that injecting 
insulin into a rats bloodstream also caused parallel elevations in blood and brain tryptophan 
levels and in serotonin levels. We then decided to see whether the secretion of the animals own 
insulin similarly affected serotonin production. We gave the rats a carbohydrate -containing 
meal that we knew would elicit insulin secretion. As we had hypothesized, the blood tryptophan 
level and the concentration s of tryptophan serotonin in the brain increased after the meal.  
Surprisingly, however, when we added a large amount of protein to the meal, brain 
tryptophan and serotonin levels fell. Since protein contains tryptophan, why should it depress 
brain tryptoph an levels? The answer lies in the mechanism that provides blood tryptophan to 
the brain cells. This same mechanism also provides the brain cells with other amino acids found 
in protein, such as tyrosine and Leucine. The consumption of protein increases blo od 
concentration of the other amino acids much more, proportionately, than it does that of 
tryptophan. The more protein in the meal, the lower is the ratio of the resulting 
blood -tryptophan concentration to the concentration of competing amino acids, and t he more 
slowly is tryptophan provided to the brain. Thus the more protein in a meal, the less serotonin 
subsequently produced and released.","It can be inferred from the passage that the authors initially held which of the 
following hypotheses about what would happen when they fed large amounts of 
protein to rats?","{'Choice 0': 'The rats brain s erotonin levels would not decrease.', 'Choice 1': 'The rats brain tryptophan levels would decrease .', 'Choice 2': 'The rats tyrosine levels would increase less quickly than would their leucine \nlevels .', 'Choice 3': 'The rats would produce more insulin.', 'Choice 4': 'The rats would produce neur otransmitters other than serotonin.'}"
"How many really suffer as a result of labor market problems? This is one o f the most critical 
yet contentious social policy questions. In many ways, our social statistics exaggerate the 
degree of hardship. Unemployment does not have the same dire consequences today as it did 
in the 1930s when most of the unemployed were primary  breadwinners, when income and 
earnings were usually much closer to the margin of subsistence, and when there were no 
countervailing social programs for those failing in the labor market. Increasing affluence, the 
rise of families with more than one wage e arner, the growing predominance of secondary 
earners among the unemployed, and improved social welfare protection have unquestionably 
mitigated the consequences of joblessness. Earnings and income data also overstate the 
dimensions of hardship. Among the m illions with hourly earnings at or below the minimum 
wage level, the overwhelming majority are from multiple -earner, relatively affluent  families. 
Most of those counted by the poverty statistics are elderly or handicapped or have family 
responsibilities wh ich keep them out of the labor force, so the poverty statistics are by no 
means an accurate indicator of labor market pathologies.  
Yet there are also many ways our social statistics underestimate the degree of 
labor-market -related hardship. The unemploymen t counts exclude the millions of fully 
employed workers whose wages are so low that their families remain in poverty. Low wages 
and repeated or prolonged unemployment frequently interact to undermine the capacity for 
self-support. Since the number experien cing joblessness at some time during the year is several 
times the number unemployed in any month, those who suffer as a result of forced idleness can 
equal or exceed average annual unemployment, even though only a minority of the jobless in 
any month real ly suffer. For every person counted in the monthly unemployment tallies, there is 
another working part -time because of the inability to find full -time work, or else outside the 
labor force but wanting a job. Finally, income transfers in our country have al ways focused on 
the elderly, disabled, and dependent, neglecting the needs of the working poor, so that the 
dramatic expansion of cash and in -kind transfers does not necessarily mean that those failing in 
the labor market are adequately protected.  
As a res ult of such contradictory evidence, it is uncertain whether those suffering seriously 
as a result of labor market problems number in the hundreds of thousands or the tens of 
millions, and, hence, whether high levels of joblessness can be tolerated or must be countered 
by job creation and economic stimulus. There is only one area of agreement in this 
debate that the existing poverty, employment, and earnings statistics are inadequate for one 
their primary applications, measuring the consequences of labor mar ket problems.",Which of the following is the principal topic of the passage?,"{'Choice 0': 'What causes labor market pathologies that result in suffering', 'Choice 1': 'Why income measures are imprecise in measuring degrees of poverty  12 GMAT, GRE, LSAT', 'Choice 2': 'Which of the currently used statistic al procedures are the best for estimating \nthe incidence of hardship that is due to unemployment', 'Choice 3': 'Where the areas of agreement are among poverty, employment, and earnings \nfigures', 'Choice 4': 'How social statistics give an unclear picture of the degree of hards hip caused \nby low wages and insufficient employment opportunities'}"
"How many really suffer as a result of labor market problems? This is one o f the most critical 
yet contentious social policy questions. In many ways, our social statistics exaggerate the 
degree of hardship. Unemployment does not have the same dire consequences today as it did 
in the 1930s when most of the unemployed were primary  breadwinners, when income and 
earnings were usually much closer to the margin of subsistence, and when there were no 
countervailing social programs for those failing in the labor market. Increasing affluence, the 
rise of families with more than one wage e arner, the growing predominance of secondary 
earners among the unemployed, and improved social welfare protection have unquestionably 
mitigated the consequences of joblessness. Earnings and income data also overstate the 
dimensions of hardship. Among the m illions with hourly earnings at or below the minimum 
wage level, the overwhelming majority are from multiple -earner, relatively affluent  families. 
Most of those counted by the poverty statistics are elderly or handicapped or have family 
responsibilities wh ich keep them out of the labor force, so the poverty statistics are by no 
means an accurate indicator of labor market pathologies.  
Yet there are also many ways our social statistics underestimate the degree of 
labor-market -related hardship. The unemploymen t counts exclude the millions of fully 
employed workers whose wages are so low that their families remain in poverty. Low wages 
and repeated or prolonged unemployment frequently interact to undermine the capacity for 
self-support. Since the number experien cing joblessness at some time during the year is several 
times the number unemployed in any month, those who suffer as a result of forced idleness can 
equal or exceed average annual unemployment, even though only a minority of the jobless in 
any month real ly suffer. For every person counted in the monthly unemployment tallies, there is 
another working part -time because of the inability to find full -time work, or else outside the 
labor force but wanting a job. Finally, income transfers in our country have al ways focused on 
the elderly, disabled, and dependent, neglecting the needs of the working poor, so that the 
dramatic expansion of cash and in -kind transfers does not necessarily mean that those failing in 
the labor market are adequately protected.  
As a res ult of such contradictory evidence, it is uncertain whether those suffering seriously 
as a result of labor market problems number in the hundreds of thousands or the tens of 
millions, and, hence, whether high levels of joblessness can be tolerated or must be countered 
by job creation and economic stimulus. There is only one area of agreement in this 
debate that the existing poverty, employment, and earnings statistics are inadequate for one 
their primary applications, measuring the consequences of labor mar ket problems.","The author uses labor market problems in lines 1 -2 to refer to which of the 
following?","{'Choice 0': 'The overall causes of poverty', 'Choice 1': 'Deficiencies in the training of th e work force', 'Choice 2': 'Trade relationships among producers of goods', 'Choice 3': 'Shortages of jobs providing adequate income', 'Choice 4': 'Strikes and inadequate supplies of labor'}"
"How many really suffer as a result of labor market problems? This is one o f the most critical 
yet contentious social policy questions. In many ways, our social statistics exaggerate the 
degree of hardship. Unemployment does not have the same dire consequences today as it did 
in the 1930s when most of the unemployed were primary  breadwinners, when income and 
earnings were usually much closer to the margin of subsistence, and when there were no 
countervailing social programs for those failing in the labor market. Increasing affluence, the 
rise of families with more than one wage e arner, the growing predominance of secondary 
earners among the unemployed, and improved social welfare protection have unquestionably 
mitigated the consequences of joblessness. Earnings and income data also overstate the 
dimensions of hardship. Among the m illions with hourly earnings at or below the minimum 
wage level, the overwhelming majority are from multiple -earner, relatively affluent  families. 
Most of those counted by the poverty statistics are elderly or handicapped or have family 
responsibilities wh ich keep them out of the labor force, so the poverty statistics are by no 
means an accurate indicator of labor market pathologies.  
Yet there are also many ways our social statistics underestimate the degree of 
labor-market -related hardship. The unemploymen t counts exclude the millions of fully 
employed workers whose wages are so low that their families remain in poverty. Low wages 
and repeated or prolonged unemployment frequently interact to undermine the capacity for 
self-support. Since the number experien cing joblessness at some time during the year is several 
times the number unemployed in any month, those who suffer as a result of forced idleness can 
equal or exceed average annual unemployment, even though only a minority of the jobless in 
any month real ly suffer. For every person counted in the monthly unemployment tallies, there is 
another working part -time because of the inability to find full -time work, or else outside the 
labor force but wanting a job. Finally, income transfers in our country have al ways focused on 
the elderly, disabled, and dependent, neglecting the needs of the working poor, so that the 
dramatic expansion of cash and in -kind transfers does not necessarily mean that those failing in 
the labor market are adequately protected.  
As a res ult of such contradictory evidence, it is uncertain whether those suffering seriously 
as a result of labor market problems number in the hundreds of thousands or the tens of 
millions, and, hence, whether high levels of joblessness can be tolerated or must be countered 
by job creation and economic stimulus. There is only one area of agreement in this 
debate that the existing poverty, employment, and earnings statistics are inadequate for one 
their primary applications, measuring the consequences of labor mar ket problems.",The author contrasts the 1930s with the present in order to show that,"{'Choice 0': 'more people were unemployed in the 1930s', 'Choice 1': 'unemployment now has less severe effects', 'Choice 2': 'social programs are more needed now', 'Choice 3': 'there now is a greater proportion of elderly and handicapped people among \nthose in poverty', 'Choice 4': 'poverty has increased since the 1930s'}"
